pmid,pmcid,title,journal,year,volume,issue,pages,doi,authors,first_author,last_author,epubdate,pubdate,mesh,affiliations,url,query
40515617,,The Use of Technology to Support Cognitive Diversity Among Older Adults.,Gerontologist,2025,65,7,,10.1093/geront/gnaf114,,,,,2025-06-12T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40515617,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40943644,,Acetylcholinesterase as a Multifunctional Target in Amyloid-Driven Neurodegeneration: From Dual-Site Inhibitors to Anti-Agregation Strategies.,Int J Mol Sci,2025,26,17,,10.3390/ijms26178726,,,,,2025-09-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40943644,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38817131,,"[New Technology, Warm Care: Social Robots in Nursing Practice and Research].",Hu Li Za Zhi,2024,71,3,6-12,10.6224/JN.202406_71(3).02,,,,,2024-06-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38817131,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38339605,,Cognitive Vergence Recorded with a Webcam-Based Eye-Tracker during an Oddball Task in an Elderly Population.,Sensors (Basel),2024,24,3,,10.3390/s24030888,,,,,2024-01-30T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38339605,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39956948,,In silico study of selected alkaloids as dual inhibitors of β- and γ-secretases for Alzheimer's disease.,J Alzheimers Dis,2025,103,4,1191-1215,10.1177/13872877241313049,,,,,2025-02-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39956948,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40110649,,Predicting amyloid beta accumulation in cognitively unimpaired older adults: Cognitive assessments provide no additional utility beyond demographic and genetic factors.,Alzheimers Dement,2025,21,3,e70036,10.1002/alz.70036,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40110649,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40403352,,Alzheimer's diagnosis by an efficient pipelined gene selection model based on statistical and biological data analysis.,Comput Biol Chem,2025,119,,108511,10.1016/j.compbiolchem.2025.108511,,,,,2025-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40403352,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38776842,,TauFlowNet: Revealing latent propagation mechanism of tau aggregates using deep neural transport equations.,Med Image Anal,2024,95,,103210,10.1016/j.media.2024.103210,,,,,2024-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38776842,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40287491,,A computational framework for identifying cytoskeletal genes associated with age-related diseases.,Sci Rep,2025,15,1,14590,10.1038/s41598-025-97363-y,,,,,2025-04-26T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40287491,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40558456,,Assessing the Role of EEG Biosignal Preprocessing to Enhance Multiscale Fuzzy Entropy in Alzheimer's Disease Detection.,Biosensors (Basel),2025,15,6,,10.3390/bios15060374,,,,,2025-06-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40558456,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40045691,,Dementia-related needs through the lens of social robotics: a scoping review protocol.,Disabil Rehabil Assist Technol,2025,20,6,1624-1632,10.1080/17483107.2025.2471483,,,,,2025-08-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40045691,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40198478,,Self-assembly and 3D Bioprinting of Neurospheres and Evaluation of Caffeine and Photobiomodulation Effects in an Alzheimer's Disease In Vitro Model.,Stem Cell Rev Rep,2025,21,4,988-1000,10.1007/s12015-025-10850-7,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40198478,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38116751,,Computational screening of coumarin derivatives as inhibitors of the NACHT domain of NLRP3 inflammasome for the treatment of Alzheimer's disease.,J Biomol Struct Dyn,2025,43,5,2187-2203,10.1080/07391102.2023.2294173,,,,,2025-03-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38116751,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38940467,,Identification of novel benzothiazole-thiadiazole-based thiazolidinone derivative: in vitro and in silico approaches to develop promising anti-Alzheimer's agents.,Future Med Chem,2024,16,16,1601-1613,10.1080/17568919.2024.2366159,,,,,2024-08-17T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38940467,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40232896,,A Multimodal Approach for Early Identification of Mild Cognitive Impairment and Alzheimer's Disease With Fusion Network Using Eye Movements and Speech.,IEEE Trans Neural Syst Rehabil Eng,2025,33,,1449-1459,10.1109/TNSRE.2025.3561043,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40232896,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39931854,,Discovery of Selective β-Secretase (BACE-1) Inhibitors by the Solid-Phase Synthesis of Small Molecular-sized Peptides.,Curr Alzheimer Res,2024,21,10,723-734,10.2174/0115672050336253241227102506,,,,,2024-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39931854,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40247149,,Spatiotemporal coarse-to-fine diffusion model for automatic brain network generation.,Med Phys,2025,52,7,e17833,10.1002/mp.17833,,,,,2025-07-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40247149,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40455830,,Comparing Two Connected Speech Tasks in Greek Speakers With the Logopenic Variant of Primary Progressive Aphasia and Alzheimer's Disease.,Am J Speech Lang Pathol,2025,34,4,2141-2155,10.1044/2025_AJSLP-23-00474,,,,,2025-07-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40455830,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39639110,,AlzGenPred - CatBoost-based gene classifier for predicting Alzheimer's disease using high-throughput sequencing data.,Sci Rep,2024,14,1,30294,10.1038/s41598-024-82208-x,,,,,2024-12-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39639110,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38267751,,"Sulfonamido, amido heterocyclic adducts of tetrazole derivatives as BACE1 inhibitors: in silico exploration.",Mol Divers,2024,28,6,4017-4049,10.1007/s11030-023-10792-7,,,,,2024-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38267751,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38452732,,Explainable AI-based Deep-SHAP for mapping the multivariate relationships between regional neuroimaging biomarkers and cognition.,Eur J Radiol,2024,174,,111403,10.1016/j.ejrad.2024.111403,,,,,2024-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38452732,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40166843,,Ethics From the Outset: Incorporating Ethical Considerations into the Artificial Intelligence and Technology Collaboratories for Aging Research Pilot Projects.,J Gerontol A Biol Sci Med Sci,2025,80,6,,10.1093/gerona/glaf035,,,,,2025-05-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40166843,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39776239,,Protocatechuic Acid Improves Alzheimer's Disease by Regulating the Cholinergic Synaptic Signaling Pathway.,Chem Biodivers,2025,22,5,e202402771,10.1002/cbdv.202402771,,,,,2025-05-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39776239,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40469061,,Oculomotor behaviors during visual short-term memory binding in healthy aging.,Neuropsychol Dev Cogn B Aging Neuropsychol Cogn,2025,32,5,765-785,10.1080/13825585.2025.2510925,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40469061,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40594215,,Optimizing the early diagnosis of neurological disorders through the application of machine learning for predictive analytics in medical imaging.,Sci Rep,2025,15,1,22488,10.1038/s41598-025-05888-z,,,,,2025-07-02T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40594215,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40773740,,Developing an Equitable Machine Learning-Based Music Intervention for Older Adults At Risk for Alzheimer Disease: Protocol for Algorithm Development and Validation.,JMIR Res Protoc,2025,14,,e73711,10.2196/73711,,,,,2025-08-07T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40773740,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40833393,,Design of Red Fluorescence Ce-Based Carbon Dots of High and Balanced Multiple Functions against Alzheimer's β-Amyloid Fibrillization.,ACS Appl Mater Interfaces,2025,17,35,49737-49750,10.1021/acsami.5c10137,,,,,2025-09-03T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40833393,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40273125,,Exploring emotion recognition in patients with mild cognitive impairment and Alzheimer's dementia undergoing a rehabilitation program emotion recognition in patients with dementia.,PLoS One,2025,20,4,e0322213,10.1371/journal.pone.0322213,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40273125,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40943195,,2-Styrylquinolines with Push-Pull Architectures as Sensors for β-Amyloid Aggregation with Theranostic Properties.,Int J Mol Sci,2025,26,17,,10.3390/ijms26178270,,,,,2025-08-26T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40943195,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39528206,,Unveiling the decision making process in Alzheimer's disease diagnosis: A case-based counterfactual methodology for explainable deep learning.,J Neurosci Methods,2025,413,,110318,10.1016/j.jneumeth.2024.110318,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39528206,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40542726,,3-Hydroxyquinolin-2-Ones Act as Dual Inhibitors of Ferroptosis and Monoamine Oxidase B: Reducing Alzheimer's Disease-Related Amyloid Precursor Protein and Hyperphosphorylated Tau In Vivo.,J Med Chem,2025,68,13,13661-13682,10.1021/acs.jmedchem.5c00502,,,,,2025-07-10T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40542726,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40267876,,Discovery of fluorescent and theranostic probes for glycogen synthase kinase-3β in living cells and brain tissues: Detection and imaging in models of Alzheimer's disease.,Eur J Med Chem,2025,291,,117639,10.1016/j.ejmech.2025.117639,,,,,2025-07-05T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40267876,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40705698,,Validation of an Automated Scoring Algorithm That Assesses Eye Exploration in a 3-Dimensional Virtual Reality Environment Using Eye-Tracking Sensors.,Sensors (Basel),2025,25,11,,10.3390/s25113331,,,,,2025-05-26T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40705698,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
37289131,,Normative data for COGITAB: An Italian tablet-based test battery conceived for the preclinical phase of Alzheimer's disease.,Appl Neuropsychol Adult,2025,32,3,664-674,10.1080/23279095.2023.2219797,,,,,2025-01-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/37289131,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39778201,,Designing a Multimodal and Culturally Relevant Alzheimer Disease and Related Dementia Generative Artificial Intelligence Tool for Black American Informal Caregivers: Cognitive Walk-Through Usability Study.,JMIR Aging,2025,8,,e60566,10.2196/60566,,,,,2025-01-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39778201,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40614523,,Transformer attention-based neural network for cognitive score estimation from sMRI data.,Comput Biol Med,2025,196,Pt A,110579,10.1016/j.compbiomed.2025.110579,,,,,2025-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40614523,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39855656,,Ecopsychosocial strategies for the self-exploration of professional family caregivers to manage the behavioural and psychological symptoms of Alzheimer patients in Iran: a qualitative study.,BMJ Open,2025,15,1,e088313,10.1136/bmjopen-2024-088313,,,,,2025-01-23T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39855656,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
38717592,,Assessment of [18F]PI-2620 Tau-PET Quantification via Non-Invasive Automatized Image Derived Input Function.,Eur J Nucl Med Mol Imaging,2024,51,11,3252-3266,10.1007/s00259-024-06741-7,,,,,2024-09-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/38717592,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
39762277,,Alzheimer's disease recognition using graph neural network by leveraging image-text similarity from vision language model.,Sci Rep,2025,15,1,997,10.1038/s41598-024-82597-z,,,,,2025-01-06T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/39762277,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40200446,,Applying Data Mining to Predict Perceived Benefits Risks of Robotics at Home for Dementia Caregiving Among African American Families.,Stud Health Technol Inform,2025,323,,61-65,10.3233/SHTI250049,,,,,2025-04-08T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40200446,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
40882298,,Targeting Alzheimer's pathology: Tetralone- and thiochromanone-based benzyl pyridinium derivatives as promising multi-target-directed ligands.,Bioorg Med Chem,2025,130,,118369,10.1016/j.bmc.2025.118369,,,,,2025-12-01T00:00:00,,,https://ncbi.nlm.nih.gov/pubmed/40882298,"(""Alzheimer Disease""[MeSH Terms] OR alzheimer*[Title/Abstract] OR dementia[Title/Abstract]) AND (technology OR technologies OR wearable* OR sensor* OR ""assistive technolog*"" OR ""smart home"" OR ""digital biomarker*"" OR ""Internet of Things"" OR IoT OR ""machine learning"" OR ""artificial intelligence"" OR AI OR eye-tracking OR ""speech analysis"") AND (2024:2025[dp]) AND humans[MeSH Terms]"
